ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,ComparatorID,InterventionPhrase,ComparatorPhrase,CI_ICER,CI_ICERText,RatioUncertainty,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty,Country,SuperRegion_SubSaharanAfrica,SuperRegion_SoutheastAsiaOceania,SuperRegion_SouthAsia,SuperRegion_NorthAfricaMidEast,SuperRegion_HighIncome,SuperRegion_EuropeCentralAsia,SuperRegion_LatinAmerica,SuperRegion_NA,SuperRegion_Multiple,WBIncome_High,WBIncome_UpperMiddle,WBIncome_LowerMiddle,WBIncome_Low
2012-01-01162,2012-01-01162-56,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,5200,3,"Combination of health education, legislation with food industry, detection and treatment of high risk individuals based on blood pressure, serum cholesterol, and absolute risk threshold above 5%",None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-26,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,170,3,Increased taxation on tobacco,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-29,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,600,3,Tax increase + advertising ban + clean indoor air laws to combat tobacco use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-54,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,4800,3,Detection of high rish individuals- hypertension >140mmHg,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-68,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,5300,3,Aspirin for actue myocardial infarction + streptokinase,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-51,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,370,3,Population salt reduction by 30% to combat cardiovascular disease,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-17,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,140,3,Increased tax and advertising ban to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-40,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3200,3,Cevrical intraepithelia neoplasia 2/3 treatment,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-33,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,2000,3,Treatment at all stages,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2016-01-02734,2016-01-02734-12,27717768,Comparative effectiveness and cost-effectiveness of treat-to-target versus benefit-based tailored treatment of type 2 diabetes in low-income and middle-income countries: a modelling analysis.,"Department of Medicine, Stanford University, Palo Alto, CA, USA; Center forPrimary Care, Harvard Medical School, Boston, MA, USA. Electronic address:basus@stanford.edu.",2016,Basu,Sanjay,,Cost-Saving,4,Benefit-based tailored treatment,Target-to-treat,1.0,-256.7 - -202.6,,1,0,5.5,0,Multiple Countries,1,1,1,0,0,0,1,0,1,0,1,1,0
2012-01-01162,2012-01-01162-14,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,470,3,Excise taxes and random roadside breath-testing  to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-59,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,15000,3,ACE inhibitor for acute myocardial infarction,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-01-01636,2009-01-01636-01,19695142,Economic impact of a rotavirus vaccination program in Mexico.,"Department of Global Health, Emory University, Atlanta, Georgia, United States of America. dagnaconstenla@yahoo.com",2009,Constenla,Dagna,D,1300,3,Rotavirus vaccination,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-08,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,2700,3,Newer anti-depressant + psychotherapy + proactive case management,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-76,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3700,3,Aspirin for actue myocardial infarction + primary percutaneous transluminal coronary angioplasty (PTCA),None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2018-01-03695,2018-01-03695-34,29229427,Cost-effectiveness of dengue vaccination in ten endemic countries.,"Brandeis University, The Heller School for Social Policy and Management, MS 035, PO Box 549110, Waltham, MA 02454-9110, USA.",2018,Zeng,Wu,,350,3,Routine vaccination at age 9 plus 4 catch-up cohorts (ages 9 - 13),None,0.0,,,0,0,3.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-01162,2012-01-01162-44,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,6900,3,Treatment at all stages plus screening,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-31,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,54,3,Extracapsular cataract extraction (ECCE) with posterior chamber intraocular lens,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-01-01735,2008-01-01735-14,18945403,Mathematical models of cervical cancer prevention in Latin America and the Caribbean.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,140,2,Human papilloma virus 16/18 vaccination,Standard/Usual Care,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-01407,2010-01-01407-01,21179496,"Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico.","Department of Pediatrics, Section of Neonatology, Texas Children's Hospital, Baylor College of Medicine, Houston, Texas, United States of America.",2010,Profit,Jochen,J,1500,3,Neonatal intensive care,None,0.0,,,1,0,6.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2018-01-03695,2018-01-03695-44,29229427,Cost-effectiveness of dengue vaccination in ten endemic countries.,"Brandeis University, The Heller School for Social Policy and Management, MS 035, PO Box 549110, Waltham, MA 02454-9110, USA.",2018,Zeng,Wu,,5600,3,Routine vaccination at age 9 plus 8 catch-up cohorts (ages 9 - 17),None,0.0,,,0,0,3.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-02871,2017-01-02871-89,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,450,3,Childhood pneumonia management according to 2005 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-01162,2012-01-01162-32,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,53,3,Phacoemulsification (Phaco) with posterior chamber intraocular lens,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-72,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,4300,3,Primary percutaneous transluminal coronary angioplasty (PTCA),None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-18,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,770,3,Increased tax and brief advice to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-01-00111,2007-01-00111-05,17710149,"The costs, benefits, and cost-effectiveness of interventions to reduce maternal morbidity and mortality in Mexico.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, Massachusetts, United States of America.",2007,Hu,Delphine,D,Dominated,2,Increased government coverage of family planning care for young mothers,Standard/Usual Care,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-55,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,2400,3,"Combination of health education, legislation with food industry, detection and treatment of high risk individuals based on blood pressure, serum cholesterol, and absolute risk thresholds",None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-01-03814,2017-01-03814-14,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,Dominated,4,High efficacy vector control,Medium efficacy vaccine and high efficacy vector control,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-01162,2012-01-01162-20,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,670,3,Increased tax + brief advice + advertising ban + reduced retail access to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-04,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,11000,3,Stage II treatment + relapse (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-10,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,360,3,Reduced access to retail outlets to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-14,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,5700,3,Basic breast cancer awareness raising (BAR) outreach program + mass media awareness raising (MAR) + treatment of stage I to IV (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2007-01-00111,2007-01-00111-06,17710149,"The costs, benefits, and cost-effectiveness of interventions to reduce maternal morbidity and mortality in Mexico.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, Massachusetts, United States of America.",2007,Hu,Delphine,D,Dominated,2,Increased obstetric/maternal/family planning/safe abortions access through government coverage,Standard/Usual Care,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-22,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,8300,3,Clean indoor air laws to combat tobacco use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-67,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,500,3,Exercise training for coronary heart failure,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2010-01-01407,2010-01-01407-03,21179496,"Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico.","Department of Pediatrics, Section of Neonatology, Texas Children's Hospital, Baylor College of Medicine, Houston, Texas, United States of America.",2010,Profit,Jochen,J,300,3,Neonatal intensive care,None,0.0,,,1,0,6.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-01-03814,2017-01-03814-15,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,Dominated,4,Just outbreak control,Medium efficacy vaccine and high efficacy vector control,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-00629,2014-01-00629-05,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,17000,3,Stage III treatment + relapse (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
